,season,match_id,inning,batting_team,avgRuns
1384,2018,7944,1,Royal Challengers Bangalore,165
1385,2018,7944,2,Sunrisers Hyderabad,160
1386,2018,7945,1,Delhi Daredevils,167
1387,2018,7945,2,Chennai Super Kings,175
1388,2018,7946,1,Rajasthan Royals,157
1389,2018,7946,2,Royal Challengers Bangalore,165
1390,2018,7947,1,Sunrisers Hyderabad,160
1391,2018,7947,2,Kolkata Knight Riders,172
1392,2018,7948,1,Delhi Daredevils,167
1393,2018,7948,2,Mumbai Indians,170
1394,2018,7949,1,Kings XI Punjab,157
1395,2018,7949,2,Chennai Super Kings,175
1396,2018,7950,1,Sunrisers Hyderabad,160
1397,2018,7950,2,Chennai Super Kings,175
1398,2018,7951,1,Kolkata Knight Riders,172
1399,2018,7951,2,Rajasthan Royals,157
1400,2018,7952,1,Sunrisers Hyderabad,160
1401,2018,7952,2,Kolkata Knight Riders,172
1402,2018,7953,1,Sunrisers Hyderabad,160
1403,2018,7953,2,Chennai Super Kings,175
1404,2019,11137,1,Royal Challengers Bangalore,157
1405,2019,11137,2,Chennai Super Kings,145
1406,2019,11138,1,Sunrisers Hyderabad,153
1407,2019,11138,2,Kolkata Knight Riders,165
1408,2019,11139,1,Delhi Capitals,148
1409,2019,11139,2,Mumbai Indians,157
1410,2019,11140,1,Kings XI Punjab,173
1411,2019,11140,2,Rajasthan Royals,156
1412,2019,11141,1,Delhi Capitals,148
1413,2019,11141,2,Chennai Super Kings,145
1414,2019,11142,1,Kolkata Knight Riders,165
1415,2019,11142,2,Kings XI Punjab,173
1416,2019,11143,1,Mumbai Indians,157
1417,2019,11143,2,Royal Challengers Bangalore,157
1418,2019,11144,1,Rajasthan Royals,156
1419,2019,11144,2,Sunrisers Hyderabad,153
1420,2019,11145,1,Mumbai Indians,157
1421,2019,11145,2,Kings XI Punjab,173
1422,2019,11146,1,Kolkata Knight Riders,165
1423,2019,11146,2,Delhi Capitals,148
1424,2019,11146,3,Delhi Capitals,148
1425,2019,11146,5,Kolkata Knight Riders,165
1426,2019,11147,1,Sunrisers Hyderabad,153
1427,2019,11147,2,Royal Challengers Bangalore,157
1428,2019,11148,1,Chennai Super Kings,145
1429,2019,11148,2,Rajasthan Royals,156
1430,2019,11149,1,Kings XI Punjab,173
1431,2019,11149,2,Delhi Capitals,148
1432,2019,11150,1,Royal Challengers Bangalore,157
1433,2019,11150,2,Rajasthan Royals,156
1434,2019,11151,1,Mumbai Indians,157
1435,2019,11151,2,Chennai Super Kings,145
1436,2019,11152,1,Delhi Capitals,148
1437,2019,11152,2,Sunrisers Hyderabad,153
1438,2019,11153,1,Royal Challengers Bangalore,157
1439,2019,11153,2,Kolkata Knight Riders,165
1440,2019,11309,1,Chennai Super Kings,145
1441,2019,11309,2,Kings XI Punjab,173
1442,2019,11310,1,Mumbai Indians,157
1443,2019,11310,2,Sunrisers Hyderabad,153
1444,2019,11311,1,Royal Challengers Bangalore,157
1445,2019,11311,2,Delhi Capitals,148
1446,2019,11312,1,Rajasthan Royals,156
1447,2019,11312,2,Kolkata Knight Riders,165
1448,2019,11313,1,Sunrisers Hyderabad,153
1449,2019,11313,2,Kings XI Punjab,173
1450,2019,11314,1,Kolkata Knight Riders,165
1451,2019,11314,2,Chennai Super Kings,145
1452,2019,11315,1,Kings XI Punjab,173
1453,2019,11315,2,Mumbai Indians,157
1454,2019,11316,1,Rajasthan Royals,156
1455,2019,11316,2,Chennai Super Kings,145
1456,2019,11317,1,Kolkata Knight Riders,165
1457,2019,11317,2,Delhi Capitals,148
1458,2019,11318,1,Mumbai Indians,157
1459,2019,11318,2,Rajasthan Royals,156
1460,2019,11319,1,Kings XI Punjab,173
1461,2019,11319,2,Royal Challengers Bangalore,157
1462,2019,11320,1,Kolkata Knight Riders,165
1463,2019,11320,2,Chennai Super Kings,145
1464,2019,11321,1,Delhi Capitals,148
1465,2019,11321,2,Sunrisers Hyderabad,153
1466,2019,11322,1,Royal Challengers Bangalore,157
1467,2019,11322,2,Mumbai Indians,157
1468,2019,11323,1,Kings XI Punjab,173
1469,2019,11323,2,Rajasthan Royals,156
1470,2019,11324,1,Chennai Super Kings,145
1471,2019,11324,2,Sunrisers Hyderabad,153
1472,2019,11325,1,Mumbai Indians,157
1473,2019,11325,2,Delhi Capitals,148
1474,2019,11326,1,Royal Challengers Bangalore,157
1475,2019,11326,2,Kolkata Knight Riders,165
1476,2019,11327,1,Mumbai Indians,157
1477,2019,11327,2,Rajasthan Royals,156
1478,2019,11328,1,Kings XI Punjab,173
1479,2019,11328,2,Delhi Capitals,148
1480,2019,11329,1,Kolkata Knight Riders,165
1481,2019,11329,2,Sunrisers Hyderabad,153
1482,2019,11330,1,Royal Challengers Bangalore,157
1483,2019,11330,2,Chennai Super Kings,145
1484,2019,11331,1,Rajasthan Royals,156
1485,2019,11331,2,Delhi Capitals,148
1486,2019,11332,1,Sunrisers Hyderabad,153
1487,2019,11332,2,Chennai Super Kings,145
1488,2019,11333,1,Royal Challengers Bangalore,157
1489,2019,11333,2,Kings XI Punjab,173
1490,2019,11334,1,Kolkata Knight Riders,165
1491,2019,11334,2,Rajasthan Royals,156
1492,2019,11335,1,Mumbai Indians,157
1493,2019,11335,2,Chennai Super Kings,145
1494,2019,11336,1,Sunrisers Hyderabad,153
1495,2019,11336,2,Rajasthan Royals,156
1496,2019,11337,1,Delhi Capitals,148
1497,2019,11337,2,Royal Challengers Bangalore,157
1498,2019,11338,1,Kolkata Knight Riders,165
1499,2019,11338,2,Mumbai Indians,157
1500,2019,11339,1,Sunrisers Hyderabad,153
1501,2019,11339,2,Kings XI Punjab,173
1502,2019,11340,1,Royal Challengers Bangalore,157
1503,2019,11340,2,Rajasthan Royals,156
1504,2019,11341,1,Chennai Super Kings,145
1505,2019,11341,2,Delhi Capitals,148
1506,2019,11342,1,Mumbai Indians,157
1507,2019,11342,2,Sunrisers Hyderabad,153
1508,2019,11342,3,Sunrisers Hyderabad,153
1509,2019,11342,5,Mumbai Indians,157
1510,2019,11343,1,Kings XI Punjab,173
1511,2019,11343,2,Kolkata Knight Riders,165
1512,2019,11344,1,Rajasthan Royals,156
1513,2019,11344,2,Delhi Capitals,148
1514,2019,11345,1,Sunrisers Hyderabad,153
1515,2019,11345,2,Royal Challengers Bangalore,157
1516,2019,11346,1,Chennai Super Kings,145
1517,2019,11346,2,Kings XI Punjab,173
1518,2019,11347,1,Kolkata Knight Riders,165
1519,2019,11347,2,Mumbai Indians,157
1520,2019,11412,1,Chennai Super Kings,145
1521,2019,11412,2,Mumbai Indians,157
1522,2019,11413,1,Sunrisers Hyderabad,153
1523,2019,11413,2,Delhi Capitals,148
1524,2019,11414,1,Delhi Capitals,148
1525,2019,11414,2,Chennai Super Kings,145
1526,2019,11415,1,Mumbai Indians,157
1527,2019,11415,2,Chennai Super Kings,145
