,season,match_id,inning,batting_team,avgRuns
768,2013,440,2,Kings XI Punjab,144
769,2013,441,1,Royal Challengers Bangalore,136
770,2013,441,2,Kolkata Knight Riders,133
771,2013,442,1,Chennai Super Kings,148
772,2013,442,2,Rajasthan Royals,142
773,2013,443,1,Delhi Daredevils,124
774,2013,443,2,Kings XI Punjab,144
775,2013,444,1,Sunrisers Hyderabad,122
776,2013,444,2,Mumbai Indians,149
777,2013,445,1,Pune Warriors,136
778,2013,445,2,Kolkata Knight Riders,133
779,2013,446,1,Chennai Super Kings,148
780,2013,446,2,Delhi Daredevils,124
781,2013,447,1,Mumbai Indians,149
782,2013,447,2,Rajasthan Royals,142
783,2013,448,1,Royal Challengers Bangalore,136
784,2013,448,2,Kings XI Punjab,144
785,2013,449,1,Sunrisers Hyderabad,122
786,2013,449,2,Rajasthan Royals,142
787,2013,450,1,Kings XI Punjab,144
788,2013,450,2,Mumbai Indians,149
789,2013,451,1,Pune Warriors,136
790,2013,451,2,Delhi Daredevils,124
791,2013,452,1,Royal Challengers Bangalore,136
792,2013,452,2,Chennai Super Kings,148
793,2013,453,1,Kolkata Knight Riders,133
794,2013,453,2,Sunrisers Hyderabad,122
795,2013,454,1,Chennai Super Kings,148
796,2013,454,2,Mumbai Indians,149
797,2013,455,1,Sunrisers Hyderabad,122
798,2013,455,2,Rajasthan Royals,142
799,2013,456,1,Rajasthan Royals,142
800,2013,456,2,Mumbai Indians,149
801,2013,457,1,Mumbai Indians,149
802,2013,457,2,Chennai Super Kings,148
803,2014,458,1,Kolkata Knight Riders,140
804,2014,458,2,Mumbai Indians,149
805,2014,459,1,Delhi Daredevils,141
806,2014,459,2,Royal Challengers Bangalore,142
807,2014,460,1,Chennai Super Kings,157
808,2014,460,2,Kings XI Punjab,166
809,2014,461,1,Sunrisers Hyderabad,138
810,2014,461,2,Rajasthan Royals,138
811,2014,462,1,Mumbai Indians,149
812,2014,462,2,Royal Challengers Bangalore,142
813,2014,463,1,Kolkata Knight Riders,140
814,2014,463,2,Delhi Daredevils,141
815,2014,464,1,Rajasthan Royals,138
816,2014,464,2,Kings XI Punjab,166
817,2014,465,1,Chennai Super Kings,157
818,2014,465,2,Delhi Daredevils,141
819,2014,466,1,Kings XI Punjab,166
820,2014,466,2,Sunrisers Hyderabad,138
821,2014,467,1,Chennai Super Kings,157
822,2014,467,2,Rajasthan Royals,138
823,2014,468,1,Kolkata Knight Riders,140
824,2014,468,2,Royal Challengers Bangalore,142
825,2014,469,1,Sunrisers Hyderabad,138
826,2014,469,2,Delhi Daredevils,141
827,2014,470,1,Mumbai Indians,149
828,2014,470,2,Chennai Super Kings,157
829,2014,471,1,Royal Challengers Bangalore,142
830,2014,471,2,Rajasthan Royals,138
831,2014,472,1,Kings XI Punjab,166
832,2014,472,2,Kolkata Knight Riders,140
833,2014,473,1,Mumbai Indians,149
834,2014,473,2,Delhi Daredevils,141
835,2014,474,1,Sunrisers Hyderabad,138
836,2014,474,2,Chennai Super Kings,157
837,2014,475,1,Royal Challengers Bangalore,142
838,2014,475,2,Kings XI Punjab,166
839,2014,476,1,Rajasthan Royals,138
840,2014,476,2,Kolkata Knight Riders,140
841,2014,476,3,Kolkata Knight Riders,140
842,2014,476,4,Rajasthan Royals,138
843,2014,477,1,Sunrisers Hyderabad,138
844,2014,477,2,Mumbai Indians,149
845,2014,478,1,Chennai Super Kings,157
846,2014,478,2,Kolkata Knight Riders,140
847,2014,479,1,Kings XI Punjab,166
848,2014,479,2,Mumbai Indians,149
849,2014,480,1,Delhi Daredevils,141
850,2014,480,2,Rajasthan Royals,138
851,2014,481,1,Sunrisers Hyderabad,138
852,2014,481,2,Royal Challengers Bangalore,142
853,2014,482,1,Rajasthan Royals,138
854,2014,482,2,Kolkata Knight Riders,140
855,2014,483,1,Delhi Daredevils,141
856,2014,483,2,Chennai Super Kings,157
857,2014,484,1,Mumbai Indians,149
858,2014,484,2,Royal Challengers Bangalore,142
859,2014,485,1,Delhi Daredevils,141
860,2014,485,2,Kolkata Knight Riders,140
861,2014,486,1,Kings XI Punjab,166
862,2014,486,2,Chennai Super Kings,157
863,2014,487,1,Sunrisers Hyderabad,138
864,2014,487,2,Rajasthan Royals,138
865,2014,488,1,Kings XI Punjab,166
866,2014,488,2,Royal Challengers Bangalore,142
867,2014,489,1,Delhi Daredevils,141
868,2014,489,2,Sunrisers Hyderabad,138
869,2014,490,1,Mumbai Indians,149
870,2014,490,2,Chennai Super Kings,157
871,2014,491,1,Kings XI Punjab,166
872,2014,491,2,Kolkata Knight Riders,140
873,2014,492,1,Royal Challengers Bangalore,142
874,2014,492,2,Rajasthan Royals,138
875,2014,493,1,Sunrisers Hyderabad,138
876,2014,493,2,Mumbai Indians,149
877,2014,494,1,Rajasthan Royals,138
878,2014,494,2,Chennai Super Kings,157
879,2014,495,1,Royal Challengers Bangalore,142
880,2014,495,2,Delhi Daredevils,141
881,2014,496,1,Sunrisers Hyderabad,138
882,2014,496,2,Kings XI Punjab,166
883,2014,497,1,Mumbai Indians,149
884,2014,497,2,Kolkata Knight Riders,140
885,2014,498,1,Rajasthan Royals,138
886,2014,498,2,Delhi Daredevils,141
887,2014,499,1,Chennai Super Kings,157
888,2014,499,2,Royal Challengers Bangalore,142
889,2014,500,1,Sunrisers Hyderabad,138
890,2014,500,2,Kolkata Knight Riders,140
891,2014,501,1,Mumbai Indians,149
892,2014,501,2,Rajasthan Royals,138
893,2014,502,1,Delhi Daredevils,141
894,2014,502,2,Kings XI Punjab,166
895,2014,503,1,Royal Challengers Bangalore,142
896,2014,503,2,Sunrisers Hyderabad,138
897,2014,504,1,Chennai Super Kings,157
898,2014,504,2,Kolkata Knight Riders,140
899,2014,505,1,Kings XI Punjab,166
900,2014,505,2,Mumbai Indians,149
901,2014,506,1,Kolkata Knight Riders,140
902,2014,506,2,Royal Challengers Bangalore,142
903,2014,507,1,Chennai Super Kings,157
904,2014,507,2,Sunrisers Hyderabad,138
905,2014,508,1,Mumbai Indians,149
906,2014,508,2,Delhi Daredevils,141
907,2014,509,1,Kings XI Punjab,166
908,2014,509,2,Rajasthan Royals,138
909,2014,510,1,Royal Challengers Bangalore,142
910,2014,510,2,Chennai Super Kings,157
911,2014,511,1,Sunrisers Hyderabad,138
912,2014,511,2,Kolkata Knight Riders,140
913,2014,512,1,Delhi Daredevils,141
914,2014,512,2,Kings XI Punjab,166
915,2014,513,1,Rajasthan Royals,138
916,2014,513,2,Mumbai Indians,149
917,2014,514,1,Kolkata Knight Riders,140
918,2014,514,2,Kings XI Punjab,166
919,2014,515,1,Mumbai Indians,149
920,2014,515,2,Chennai Super Kings,157
921,2014,516,1,Kings XI Punjab,166
922,2014,516,2,Chennai Super Kings,157
923,2014,517,1,Kings XI Punjab,166
924,2014,517,2,Kolkata Knight Riders,140
925,2015,518,1,Mumbai Indians,163
926,2015,518,2,Kolkata Knight Riders,149
927,2015,519,1,Chennai Super Kings,150
928,2015,519,2,Delhi Daredevils,147
929,2015,520,1,Rajasthan Royals,145
930,2015,520,2,Kings XI Punjab,126
931,2015,521,1,Chennai Super Kings,150
932,2015,521,2,Sunrisers Hyderabad,151
933,2015,522,1,Kolkata Knight Riders,149
934,2015,522,2,Royal Challengers Bangalore,136
935,2015,523,1,Delhi Daredevils,147
936,2015,523,2,Rajasthan Royals,145
937,2015,524,1,Kings XI Punjab,126
938,2015,524,2,Mumbai Indians,163
939,2015,525,1,Royal Challengers Bangalore,136
940,2015,525,2,Sunrisers Hyderabad,151
941,2015,526,1,Mumbai Indians,163
942,2015,526,2,Rajasthan Royals,145
943,2015,527,1,Chennai Super Kings,150
944,2015,527,2,Kolkata Knight Riders,149
945,2015,528,1,Kings XI Punjab,126
946,2015,528,2,Delhi Daredevils,147
947,2015,529,1,Sunrisers Hyderabad,151
948,2015,529,2,Rajasthan Royals,145
949,2015,530,1,Mumbai Indians,163
950,2015,530,2,Chennai Super Kings,150
951,2015,531,1,Delhi Daredevils,147
952,2015,531,2,Sunrisers Hyderabad,151
953,2015,532,1,Kings XI Punjab,126
954,2015,532,2,Kolkata Knight Riders,149
955,2015,533,1,Chennai Super Kings,150
956,2015,533,2,Rajasthan Royals,145
957,2015,534,1,Mumbai Indians,163
958,2015,534,2,Royal Challengers Bangalore,136
959,2015,535,1,Delhi Daredevils,147
960,2015,535,2,Kolkata Knight Riders,149
961,2015,536,1,Rajasthan Royals,145
962,2015,536,2,Kings XI Punjab,126
963,2015,536,3,Kings XI Punjab,126
964,2015,536,4,Rajasthan Royals,145
965,2015,537,1,Sunrisers Hyderabad,151
966,2015,537,2,Kolkata Knight Riders,149
967,2015,538,1,Chennai Super Kings,150
968,2015,538,2,Royal Challengers Bangalore,136
969,2015,539,1,Delhi Daredevils,147
970,2015,539,2,Mumbai Indians,163
971,2015,540,1,Rajasthan Royals,145
972,2015,540,2,Royal Challengers Bangalore,136
973,2015,541,1,Mumbai Indians,163
974,2015,541,2,Sunrisers Hyderabad,151
975,2015,542,1,Chennai Super Kings,150
976,2015,542,2,Kings XI Punjab,126
977,2015,543,1,Delhi Daredevils,147
978,2015,543,2,Royal Challengers Bangalore,136
979,2015,544,1,Sunrisers Hyderabad,151
980,2015,544,2,Kings XI Punjab,126
981,2015,545,1,Kolkata Knight Riders,149
982,2015,545,2,Delhi Daredevils,147
983,2015,546,1,Royal Challengers Bangalore,136
984,2015,547,1,Chennai Super Kings,150
985,2015,547,2,Kolkata Knight Riders,149
986,2015,548,1,Kings XI Punjab,126
987,2015,548,2,Delhi Daredevils,147
988,2015,549,1,Mumbai Indians,163
989,2015,549,2,Rajasthan Royals,145
990,2015,550,1,Kolkata Knight Riders,149
991,2015,550,2,Royal Challengers Bangalore,136
992,2015,551,1,Sunrisers Hyderabad,151
993,2015,551,2,Chennai Super Kings,150
994,2015,552,1,Mumbai Indians,163
995,2015,552,2,Kings XI Punjab,126
996,2015,553,1,Rajasthan Royals,145
997,2015,553,2,Delhi Daredevils,147
998,2015,554,1,Chennai Super Kings,150
999,2015,554,2,Royal Challengers Bangalore,136
1000,2015,555,1,Kolkata Knight Riders,149
1001,2015,555,2,Sunrisers Hyderabad,151
1002,2015,556,1,Delhi Daredevils,147
1003,2015,556,2,Mumbai Indians,163
1004,2015,557,1,Royal Challengers Bangalore,136
1005,2015,557,2,Kings XI Punjab,126
1006,2015,558,1,Sunrisers Hyderabad,151
1007,2015,558,2,Rajasthan Royals,145
1008,2015,559,1,Chennai Super Kings,150
1009,2015,559,2,Mumbai Indians,163
1010,2015,560,1,Kings XI Punjab,126
1011,2015,560,2,Kolkata Knight Riders,149
1012,2015,561,1,Sunrisers Hyderabad,151
1013,2015,561,2,Delhi Daredevils,147
1014,2015,562,1,Royal Challengers Bangalore,136
1015,2015,562,2,Mumbai Indians,163
1016,2015,563,1,Chennai Super Kings,150
1017,2015,563,2,Rajasthan Royals,145
1018,2015,564,1,Sunrisers Hyderabad,151
1019,2015,564,2,Kings XI Punjab,126
1020,2015,565,1,Chennai Super Kings,150
1021,2015,565,2,Delhi Daredevils,147
1022,2015,566,1,Kings XI Punjab,126
1023,2015,566,2,Royal Challengers Bangalore,136
1024,2015,567,1,Mumbai Indians,163
1025,2015,567,2,Kolkata Knight Riders,149
1026,2015,568,1,Sunrisers Hyderabad,151
1027,2015,568,2,Royal Challengers Bangalore,136
1028,2015,569,1,Kings XI Punjab,126
1029,2015,569,2,Chennai Super Kings,150
1030,2015,570,1,Rajasthan Royals,145
1031,2015,570,2,Kolkata Knight Riders,149
1032,2015,571,1,Delhi Daredevils,147
1033,2015,571,2,Royal Challengers Bangalore,136
1034,2015,572,1,Sunrisers Hyderabad,151
1035,2015,572,2,Mumbai Indians,163
1036,2015,573,1,Mumbai Indians,163
1037,2015,573,2,Chennai Super Kings,150
1038,2015,574,1,Royal Challengers Bangalore,136
1039,2015,574,2,Rajasthan Royals,145
1040,2015,575,1,Royal Challengers Bangalore,136
1041,2015,575,2,Chennai Super Kings,150
1042,2015,576,1,Mumbai Indians,163
1043,2015,576,2,Chennai Super Kings,150
1044,2016,577,1,Mumbai Indians,149
1045,2016,577,2,Rising Pune Supergiants,140
1046,2016,578,1,Delhi Daredevils,142
1047,2016,578,2,Kolkata Knight Riders,142
1048,2016,579,1,Kings XI Punjab,146
1049,2016,579,2,Gujarat Lions,144
1050,2016,580,1,Royal Challengers Bangalore,178
1051,2016,580,2,Sunrisers Hyderabad,149
1052,2016,581,1,Kolkata Knight Riders,142
1053,2016,581,2,Mumbai Indians,149
1054,2016,582,1,Rising Pune Supergiants,140
1055,2016,582,2,Gujarat Lions,144
1056,2016,583,1,Kings XI Punjab,146
1057,2016,583,2,Delhi Daredevils,142
1058,2016,584,1,Sunrisers Hyderabad,149
1059,2016,584,2,Kolkata Knight Riders,142
1060,2016,585,1,Mumbai Indians,149
1061,2016,585,2,Gujarat Lions,144
1062,2016,586,1,Rising Pune Supergiants,140
1063,2016,586,2,Kings XI Punjab,146
1064,2016,587,1,Royal Challengers Bangalore,178
1065,2016,587,2,Delhi Daredevils,142
1066,2016,588,1,Mumbai Indians,149
1067,2016,588,2,Sunrisers Hyderabad,149
1068,2016,589,1,Kings XI Punjab,146
1069,2016,589,2,Kolkata Knight Riders,142
1070,2016,590,1,Royal Challengers Bangalore,178
1071,2016,590,2,Mumbai Indians,149
1072,2016,591,1,Gujarat Lions,144
1073,2016,591,2,Sunrisers Hyderabad,149
1074,2016,592,1,Royal Challengers Bangalore,178
1075,2016,592,2,Rising Pune Supergiants,140
1076,2016,593,1,Delhi Daredevils,142
1077,2016,593,2,Mumbai Indians,149
1078,2016,594,1,Kings XI Punjab,146
1079,2016,594,2,Sunrisers Hyderabad,149
1080,2016,595,1,Royal Challengers Bangalore,178
1081,2016,595,2,Gujarat Lions,144
1082,2016,596,1,Rising Pune Supergiants,140
1083,2016,596,2,Kolkata Knight Riders,142
1084,2016,597,1,Mumbai Indians,149
1085,2016,597,2,Kings XI Punjab,146
1086,2016,598,1,Sunrisers Hyderabad,149
1087,2016,598,2,Rising Pune Supergiants,140
1088,2016,599,1,Gujarat Lions,144
1089,2016,599,2,Delhi Daredevils,142
1090,2016,600,1,Kolkata Knight Riders,142
1091,2016,600,2,Mumbai Indians,149
1092,2016,601,1,Rising Pune Supergiants,140
1093,2016,601,2,Gujarat Lions,144
1094,2016,602,1,Delhi Daredevils,142
1095,2016,602,2,Kolkata Knight Riders,142
1096,2016,603,1,Sunrisers Hyderabad,149
1097,2016,603,2,Royal Challengers Bangalore,178
1098,2016,604,1,Kings XI Punjab,146
1099,2016,604,2,Gujarat Lions,144
1100,2016,605,1,Rising Pune Supergiants,140
1101,2016,605,2,Mumbai Indians,149
1102,2016,606,1,Royal Challengers Bangalore,178
1103,2016,606,2,Kolkata Knight Riders,142
1104,2016,607,1,Gujarat Lions,144
1105,2016,607,2,Delhi Daredevils,142
1106,2016,608,1,Kolkata Knight Riders,142
1107,2016,608,2,Kings XI Punjab,146
1108,2016,609,1,Delhi Daredevils,142
1109,2016,609,2,Rising Pune Supergiants,140
1110,2016,610,1,Gujarat Lions,144
1111,2016,610,2,Sunrisers Hyderabad,149
1112,2016,611,1,Rising Pune Supergiants,140
1113,2016,611,2,Royal Challengers Bangalore,178
1114,2016,612,1,Kings XI Punjab,146
1115,2016,612,2,Delhi Daredevils,142
1116,2016,613,1,Sunrisers Hyderabad,149
1117,2016,613,2,Mumbai Indians,149
1118,2016,614,1,Kolkata Knight Riders,142
1119,2016,614,2,Gujarat Lions,144
1120,2016,615,1,Royal Challengers Bangalore,178
1121,2016,615,2,Kings XI Punjab,146
1122,2016,616,1,Sunrisers Hyderabad,149
1123,2016,616,2,Rising Pune Supergiants,140
1124,2016,617,1,Royal Challengers Bangalore,178
1125,2016,617,2,Mumbai Indians,149
1126,2016,618,1,Sunrisers Hyderabad,149
1127,2016,618,2,Delhi Daredevils,142
1128,2016,619,1,Mumbai Indians,149
1129,2016,619,2,Kings XI Punjab,146
1130,2016,620,1,Royal Challengers Bangalore,178
1131,2016,620,2,Gujarat Lions,144
1132,2016,621,1,Rising Pune Supergiants,140
1133,2016,621,2,Kolkata Knight Riders,142
1134,2016,622,1,Kings XI Punjab,146
1135,2016,622,2,Sunrisers Hyderabad,149
1136,2016,623,1,Mumbai Indians,149
1137,2016,623,2,Delhi Daredevils,142
1138,2016,624,1,Kolkata Knight Riders,142
1139,2016,624,2,Royal Challengers Bangalore,178
1140,2016,625,1,Delhi Daredevils,142
1141,2016,625,2,Rising Pune Supergiants,140
1142,2016,626,1,Royal Challengers Bangalore,178
1143,2016,626,2,Kings XI Punjab,146
1144,2016,627,1,Kolkata Knight Riders,142
1145,2016,627,2,Gujarat Lions,144
1146,2016,628,1,Sunrisers Hyderabad,149
1147,2016,628,2,Delhi Daredevils,142
1148,2016,629,1,Kings XI Punjab,146
1149,2016,629,2,Rising Pune Supergiants,140
1150,2016,630,1,Mumbai Indians,149
1151,2016,630,2,Gujarat Lions,144
1152,2016,631,1,Kolkata Knight Riders,142
1153,2016,631,2,Sunrisers Hyderabad,149
1154,2016,632,1,Delhi Daredevils,142
1155,2016,632,2,Royal Challengers Bangalore,178
1156,2016,633,1,Gujarat Lions,144
1157,2016,633,2,Royal Challengers Bangalore,178
1158,2016,634,1,Sunrisers Hyderabad,149
1159,2016,634,2,Kolkata Knight Riders,142
1160,2016,635,1,Gujarat Lions,144
1161,2016,635,2,Sunrisers Hyderabad,149
1162,2016,636,1,Sunrisers Hyderabad,149
1163,2016,636,2,Royal Challengers Bangalore,178
1164,2017,1,1,Sunrisers Hyderabad,161
1165,2017,1,2,Royal Challengers Bangalore,135
1166,2017,2,1,Mumbai Indians,146
1167,2017,2,2,Rising Pune Supergiant,148
1168,2017,3,1,Gujarat Lions,154
1169,2017,3,2,Kolkata Knight Riders,147
1170,2017,4,1,Rising Pune Supergiant,148
1171,2017,4,2,Kings XI Punjab,149
1172,2017,5,1,Royal Challengers Bangalore,135
1173,2017,5,2,Delhi Daredevils,152
1174,2017,6,1,Gujarat Lions,154
1175,2017,6,2,Sunrisers Hyderabad,161
1176,2017,7,1,Kolkata Knight Riders,147
1177,2017,7,2,Mumbai Indians,146
1178,2017,8,1,Royal Challengers Bangalore,135
1179,2017,8,2,Kings XI Punjab,149
1180,2017,9,1,Delhi Daredevils,152
1181,2017,9,2,Rising Pune Supergiant,148
1182,2017,10,1,Sunrisers Hyderabad,161
1183,2017,10,2,Mumbai Indians,146
1184,2017,11,1,Kings XI Punjab,149
1185,2017,11,2,Kolkata Knight Riders,147
1186,2017,12,1,Royal Challengers Bangalore,135
1187,2017,12,2,Mumbai Indians,146
1188,2017,13,1,Rising Pune Supergiant,148
1189,2017,13,2,Gujarat Lions,154
1190,2017,14,1,Kolkata Knight Riders,147
1191,2017,14,2,Sunrisers Hyderabad,161
1192,2017,15,1,Delhi Daredevils,152
1193,2017,15,2,Kings XI Punjab,149
1194,2017,16,1,Gujarat Lions,154
1195,2017,16,2,Mumbai Indians,146
1196,2017,17,1,Rising Pune Supergiant,148
1197,2017,17,2,Royal Challengers Bangalore,135
1198,2017,18,1,Delhi Daredevils,152
1199,2017,18,2,Kolkata Knight Riders,147
1200,2017,19,1,Sunrisers Hyderabad,161
1201,2017,19,2,Kings XI Punjab,149
1202,2017,20,1,Royal Challengers Bangalore,135
1203,2017,20,2,Gujarat Lions,154
1204,2017,21,1,Sunrisers Hyderabad,161
1205,2017,21,2,Delhi Daredevils,152
1206,2017,22,1,Kings XI Punjab,149
1207,2017,22,2,Mumbai Indians,146
1208,2017,23,1,Kolkata Knight Riders,147
1209,2017,23,2,Gujarat Lions,154
1210,2017,24,1,Mumbai Indians,146
1211,2017,24,2,Delhi Daredevils,152
1212,2017,25,1,Sunrisers Hyderabad,161
1213,2017,25,2,Rising Pune Supergiant,148
1214,2017,26,1,Kings XI Punjab,149
1215,2017,26,2,Gujarat Lions,154
1216,2017,27,1,Kolkata Knight Riders,147
1217,2017,27,2,Royal Challengers Bangalore,135
1218,2017,28,1,Rising Pune Supergiant,148
1219,2017,28,2,Mumbai Indians,146
1220,2017,29,1,Rising Pune Supergiant,148
1221,2017,29,2,Kolkata Knight Riders,147
1222,2017,30,1,Royal Challengers Bangalore,135
1223,2017,30,2,Gujarat Lions,154
1224,2017,31,1,Delhi Daredevils,152
1225,2017,31,2,Kolkata Knight Riders,147
1226,2017,32,1,Sunrisers Hyderabad,161
1227,2017,32,2,Kings XI Punjab,149
1228,2017,33,1,Rising Pune Supergiant,148
1229,2017,33,2,Royal Challengers Bangalore,135
1230,2017,34,1,Gujarat Lions,154
1231,2017,34,2,Mumbai Indians,146
1232,2017,34,3,Mumbai Indians,146
1233,2017,34,4,Gujarat Lions,154
1234,2017,35,1,Delhi Daredevils,152
1235,2017,35,2,Kings XI Punjab,149
1236,2017,36,1,Sunrisers Hyderabad,161
1237,2017,36,2,Kolkata Knight Riders,147
1238,2017,37,1,Royal Challengers Bangalore,135
1239,2017,37,2,Mumbai Indians,146
1240,2017,38,1,Gujarat Lions,154
1241,2017,38,2,Rising Pune Supergiant,148
1242,2017,39,1,Sunrisers Hyderabad,161
1243,2017,39,2,Delhi Daredevils,152
1244,2017,40,1,Kolkata Knight Riders,147
1245,2017,40,2,Rising Pune Supergiant,148
1246,2017,41,1,Gujarat Lions,154
1247,2017,41,2,Delhi Daredevils,152
1248,2017,42,1,Kings XI Punjab,149
1249,2017,42,2,Royal Challengers Bangalore,135
1250,2017,43,1,Rising Pune Supergiant,148
1251,2017,43,2,Sunrisers Hyderabad,161
1252,2017,44,1,Mumbai Indians,146
1253,2017,44,2,Delhi Daredevils,152
1254,2017,45,1,Royal Challengers Bangalore,135
1255,2017,45,2,Kolkata Knight Riders,147
1256,2017,46,1,Kings XI Punjab,149
1257,2017,46,2,Gujarat Lions,154
1258,2017,47,1,Mumbai Indians,146
1259,2017,47,2,Sunrisers Hyderabad,161
1260,2017,48,1,Kings XI Punjab,149
1261,2017,48,2,Kolkata Knight Riders,147
1262,2017,49,1,Gujarat Lions,154
1263,2017,49,2,Delhi Daredevils,152
1264,2017,50,1,Kings XI Punjab,149
1265,2017,50,2,Mumbai Indians,146
1266,2017,51,1,Delhi Daredevils,152
1267,2017,51,2,Rising Pune Supergiant,148
1268,2017,52,1,Gujarat Lions,154
1269,2017,52,2,Sunrisers Hyderabad,161
1270,2017,53,1,Mumbai Indians,146
1271,2017,53,2,Kolkata Knight Riders,147
1272,2017,54,1,Kings XI Punjab,149
1273,2017,54,2,Rising Pune Supergiant,148
1274,2017,55,1,Royal Challengers Bangalore,135
1275,2017,55,2,Delhi Daredevils,152
1276,2017,56,1,Rising Pune Supergiant,148
1277,2017,56,2,Mumbai Indians,146
1278,2017,57,1,Sunrisers Hyderabad,161
1279,2017,57,2,Kolkata Knight Riders,147
1280,2017,58,1,Kolkata Knight Riders,147
1281,2017,58,2,Mumbai Indians,146
1282,2017,59,1,Mumbai Indians,146
1283,2017,59,2,Rising Pune Supergiant,148
1284,2018,7894,1,Mumbai Indians,170
1285,2018,7894,2,Chennai Super Kings,175
1286,2018,7895,1,Delhi Daredevils,167
1287,2018,7895,2,Kings XI Punjab,157
1288,2018,7896,1,Royal Challengers Bangalore,165
1289,2018,7896,2,Kolkata Knight Riders,172
1290,2018,7897,1,Rajasthan Royals,157
1291,2018,7897,2,Sunrisers Hyderabad,160
1292,2018,7898,1,Kolkata Knight Riders,172
1293,2018,7898,2,Chennai Super Kings,175
1294,2018,7899,1,Rajasthan Royals,157
1295,2018,7899,2,Delhi Daredevils,167
1296,2018,7900,1,Mumbai Indians,170
1297,2018,7900,2,Sunrisers Hyderabad,160
1298,2018,7901,1,Kings XI Punjab,157
1299,2018,7901,2,Royal Challengers Bangalore,165
1300,2018,7902,1,Mumbai Indians,170
1301,2018,7902,2,Delhi Daredevils,167
1302,2018,7903,1,Kolkata Knight Riders,172
1303,2018,7903,2,Sunrisers Hyderabad,160
1304,2018,7904,1,Rajasthan Royals,157
1305,2018,7904,2,Royal Challengers Bangalore,165
1306,2018,7905,1,Kings XI Punjab,157
1307,2018,7905,2,Chennai Super Kings,175
1308,2018,7906,1,Kolkata Knight Riders,172
1309,2018,7906,2,Delhi Daredevils,167
1310,2018,7907,1,Mumbai Indians,170
1311,2018,7907,2,Royal Challengers Bangalore,165
1312,2018,7908,1,Rajasthan Royals,157
1313,2018,7908,2,Kolkata Knight Riders,172
1314,2018,7909,1,Kings XI Punjab,157
1315,2018,7909,2,Sunrisers Hyderabad,160
1316,2018,7910,1,Chennai Super Kings,175
1317,2018,7910,2,Rajasthan Royals,157
1318,2018,7911,1,Kolkata Knight Riders,172
1319,2018,7911,2,Kings XI Punjab,157
1320,2018,7912,1,Delhi Daredevils,167
1321,2018,7912,2,Royal Challengers Bangalore,165
1322,2018,7913,1,Chennai Super Kings,175
1323,2018,7913,2,Sunrisers Hyderabad,160
1324,2018,7914,1,Mumbai Indians,170
1325,2018,7914,2,Rajasthan Royals,157
1326,2018,7915,1,Kings XI Punjab,157
1327,2018,7915,2,Delhi Daredevils,167
1328,2018,7916,1,Sunrisers Hyderabad,160
1329,2018,7916,2,Mumbai Indians,170
1330,2018,7917,1,Royal Challengers Bangalore,165
1331,2018,7917,2,Chennai Super Kings,175
1332,2018,7918,1,Sunrisers Hyderabad,160
1333,2018,7918,2,Kings XI Punjab,157
1334,2018,7919,1,Delhi Daredevils,167
1335,2018,7919,2,Kolkata Knight Riders,172
1336,2018,7920,1,Chennai Super Kings,175
1337,2018,7920,2,Mumbai Indians,170
1338,2018,7921,1,Sunrisers Hyderabad,160
1339,2018,7921,2,Rajasthan Royals,157
1340,2018,7922,1,Royal Challengers Bangalore,165
1341,2018,7922,2,Kolkata Knight Riders,172
1342,2018,7923,1,Chennai Super Kings,175
1343,2018,7923,2,Delhi Daredevils,167
1344,2018,7924,1,Royal Challengers Bangalore,165
1345,2018,7924,2,Mumbai Indians,170
1346,2018,7925,1,Delhi Daredevils,167
1347,2018,7925,2,Rajasthan Royals,157
1348,2018,7926,1,Chennai Super Kings,175
1349,2018,7926,2,Kolkata Knight Riders,172
1350,2018,7927,1,Kings XI Punjab,157
1351,2018,7927,2,Mumbai Indians,170
1352,2018,7928,1,Royal Challengers Bangalore,165
1353,2018,7928,2,Chennai Super Kings,175
1354,2018,7929,1,Delhi Daredevils,167
1355,2018,7929,2,Sunrisers Hyderabad,160
1356,2018,7930,1,Mumbai Indians,170
1357,2018,7930,2,Kolkata Knight Riders,172
1358,2018,7931,1,Rajasthan Royals,157
1359,2018,7931,2,Kings XI Punjab,157
1360,2018,7932,1,Sunrisers Hyderabad,160
1361,2018,7932,2,Royal Challengers Bangalore,165
1362,2018,7933,1,Rajasthan Royals,157
1363,2018,7933,2,Kings XI Punjab,157
1364,2018,7934,1,Mumbai Indians,170
1365,2018,7934,2,Kolkata Knight Riders,172
1366,2018,7935,1,Delhi Daredevils,167
1367,2018,7935,2,Sunrisers Hyderabad,160
1368,2018,7936,1,Chennai Super Kings,175
1369,2018,7936,2,Rajasthan Royals,157
1370,2018,7937,1,Kolkata Knight Riders,172
1371,2018,7937,2,Kings XI Punjab,157
1372,2018,7938,1,Delhi Daredevils,167
1373,2018,7938,2,Royal Challengers Bangalore,165
1374,2018,7939,1,Sunrisers Hyderabad,160
1375,2018,7939,2,Chennai Super Kings,175
1376,2018,7940,1,Mumbai Indians,170
1377,2018,7940,2,Rajasthan Royals,157
1378,2018,7941,1,Kings XI Punjab,157
1379,2018,7941,2,Royal Challengers Bangalore,165
1380,2018,7942,1,Rajasthan Royals,157
1381,2018,7942,2,Kolkata Knight Riders,172
1382,2018,7943,1,Mumbai Indians,170
1383,2018,7943,2,Kings XI Punjab,157
